,Name,Freq
0,maleka,17
1,ms,10
2,williams,8
3,page,8
4,chair,6
5,maseko,6
6,duduzane,6
7,zuma,6
8,gupta,5
9,type:,4
10,value:,4
11,manye,3
12,pretorius,3
13,jan,2
14,gilliland,2
15,"org,",2
16,hogan,2
17,chairpersonwednesday,2
18,advocate,1
19,hellens,1
20,ajay,1
21,rajesh,1
22,operations,1
23,chairperson,1
24,bisho,1
25,potchefstroom,1
26,supplier,1
27,ja,1
28,chairpersonsame,1
29,gillilandcentre,1
30,chairpersoncolumn,1
31,salomie,1
32,zwanele,1
33,donald,1
34,depoko,1
35,barbara,1
36,jonas,1
37,"norp,",1
38,"date,",1
